,train_loss,train_accuracy,validation_loss,validation_accuracy,time
0,0.07805290179807309,0.09428427757291317,0.07732945089365778,0.14343163538873996,227.90207171440125
1,0.07597527096745475,0.1534528997653369,0.07554931247521982,0.17560321715817695,226.94706010818481
2,0.07374129763314519,0.20130740864901106,0.07280898397793399,0.22855227882037535,226.97763681411743
3,0.07056053474850196,0.2491619175326852,0.07008875726694716,0.26273458445040215,226.86250519752502
4,0.06763122397863022,0.2988602078444519,0.06833110945474047,0.2902144772117963,228.21727538108826
5,0.0654256028734195,0.32643312101910826,0.06637057598091002,0.30831099195710454,229.28349208831787
6,0.06352015378648627,0.35174321153201477,0.06438449640376319,0.32707774798927614,227.52898859977722
7,0.06178231859542842,0.3784780422393563,0.0633627796300934,0.3558981233243968,228.10799407958984
8,0.059903756558315646,0.40403955749245724,0.061677336453113095,0.3806970509383378,228.3526782989502
9,0.0581351905971256,0.42616493462956756,0.06047515958627491,0.38605898123324395,227.81681442260742
10,0.056565583141865924,0.44929601072745556,0.059726077254272335,0.40013404825737264,227.41672325134277
11,0.0549570295061795,0.4643814951391217,0.05754661719856569,0.4215817694369973,227.3472936153412
12,0.05343833131115588,0.48390881662755614,0.05682178277112843,0.42761394101876676,227.45047450065613
13,0.05195329487423668,0.5008380824673148,0.05537368409115891,0.44839142091152817,227.2317910194397
14,0.05022856735999337,0.5211196781763325,0.05397862267877717,0.47117962466487934,227.23524951934814
15,0.048693360906297875,0.5400603419376466,0.05291679469573913,0.47788203753351205,227.1422951221466
16,0.04710742818242226,0.5625209520616828,0.051548670667745475,0.49396782841823056,227.26029014587402
17,0.04553694930645671,0.5750921890714046,0.05073650608753071,0.5154155495978552,227.33731770515442
18,0.044037138400683656,0.598977539389876,0.049296799837424354,0.5194369973190348,227.39835453033447
19,0.042479452923404826,0.6149849145155883,0.048655496605599535,0.5288203753351206,227.46794080734253
