,train_loss,train_accuracy,validation_loss,validation_accuracy,time
0,0.15529768695936802,0.10517934964800536,0.15415445089979402,0.15147453083109919,250.32128500938416
1,0.15076705085084297,0.16728126047603084,0.15196545785617574,0.16152815013404825,250.16707491874695
2,0.14535991654194644,0.22150519611129735,0.1433363313968955,0.2292225201072386,250.03792881965637
3,0.13853733164129983,0.27371773382500836,0.1377865763196357,0.27949061662198393,251.63596940040588
4,0.13202421188834046,0.3131076097888032,0.13330422361798325,0.3089812332439678,252.38707542419434
5,0.12668121263679546,0.3484746899094871,0.12889196470020284,0.3324396782841823,251.7917697429657
6,0.12202322757807586,0.37814280925243043,0.12530575377052655,0.353887399463807,250.38989400863647
7,0.1179997565819839,0.4084813945692256,0.12207201115247711,0.3800268096514745,250.1365683078766
8,0.11334502365299011,0.43814951391216894,0.11731955193322721,0.41621983914209115,250.1298758983612
9,0.10926292131820702,0.46798524974857525,0.11412829584154942,0.43029490616621985,249.43634748458862
10,0.10509450413958563,0.4910325175997318,0.11018044539495064,0.4544235924932976,248.34316492080688
11,0.1006632268159053,0.5195273214884345,0.10751895266947094,0.4651474530831099,248.35836601257324
12,0.09628347048434163,0.5465135769359705,0.10376942637139287,0.48056300268096513,248.28143620491028
13,0.09188544103314403,0.5714884344619511,0.09957686490092137,0.5033512064343163,248.12284064292908
14,0.08734291935782285,0.5981394569225612,0.09689414177599286,0.5308310991957105,248.20826268196106
15,0.08311785866440521,0.624036205162588,0.09353287749731509,0.5455764075067024,248.2646415233612
16,0.07846104354915145,0.6474187060006704,0.09040570075326566,0.5723860589812333,248.36865639686584
17,0.07407462200761201,0.6754944686557157,0.08691411958782666,0.5737265415549598,248.4056487083435
18,0.06966188616933257,0.6969493798189742,0.08393752710748933,0.5985254691689008,248.40305066108704
19,0.06530582093818851,0.7215051961112974,0.08171782724499382,0.6166219839142091,248.28100180625916
