,train_loss,train_accuracy,validation_loss,validation_accuracy,time
0,0.31088437763908505,0.09604425075427422,0.30808865241007255,0.12533512064343164,278.7128381729126
1,0.2957778270417238,0.18320482735501173,0.2868466989284546,0.2017426273458445,280.05264496803284
2,0.27233886919563505,0.2682701977874623,0.27298454760546337,0.25536193029490617,278.26573181152344
3,0.2591579163430163,0.30648675829701644,0.2639758391131025,0.2902144772117963,276.12756419181824
4,0.24890637906293842,0.3476366074421723,0.2547137404894381,0.33579088471849866,276.1212332248688
5,0.23773437042065287,0.38903788132752265,0.24498206081403165,0.35924932975871315,277.1183214187622
6,0.2256538758252317,0.43027153871941,0.23388653250545982,0.4128686327077748,278.94592475891113
7,0.21367476625786985,0.47267851156553803,0.2248349188160321,0.4222520107238606,279.98764157295227
8,0.1998123858464951,0.5179349648005364,0.2141236754349026,0.46380697050938335,277.70905804634094
9,0.1864194029875342,0.5650351994636272,0.20270841171210957,0.5093833780160858,277.2590901851654
10,0.17186645050497212,0.610375460945357,0.19034985598706047,0.5428954423592494,277.5889642238617
11,0.15822744878534098,0.6451558833389206,0.17882730817826759,0.5864611260053619,276.1955544948578
12,0.14456747581684626,0.685886691250419,0.17079625460481515,0.5931635388739946,276.2260522842407
13,0.13120097696201696,0.724773717733825,0.15941652200177273,0.6293565683646113,276.2467751502991
14,0.11836352568972722,0.7604760308414348,0.15222339985277952,0.6501340482573726,276.3207185268402
15,0.10540232628563927,0.7960107274555817,0.14447192268461068,0.6689008042895442,276.37461709976196
16,0.0934132539482673,0.8245893395910158,0.1360697445557041,0.6923592493297587,276.45845079421997
17,0.08257101002132737,0.8528327187395239,0.12857855049438835,0.7171581769436998,276.5468587875366
18,0.07184086827935286,0.877723768018773,0.12200146619899663,0.7339142091152815,276.8204388618469
19,0.062233949343614876,0.8985082132081796,0.11784190119271623,0.7453083109919572,279.0661027431488
