,train_loss,train_accuracy,validation_loss,validation_accuracy,time
0,0.15558402483550407,0.094954743546765,0.15618770499651297,0.11595174262734584,251.5897877216339
1,0.15193968391882026,0.14591015755950384,0.15131794926947628,0.1628686327077748,250.6981828212738
2,0.14392782833166184,0.2185719074756956,0.14207409997408255,0.23458445040214476,251.24619817733765
3,0.13618001112033168,0.26215219577606436,0.13710247919003382,0.2587131367292225,250.2820270061493
4,0.13063953142017476,0.2996144820650352,0.13359153190822448,0.2808310991957105,250.06053972244263
5,0.1265541510996785,0.3348977539389876,0.12957789207591447,0.30764075067024127,249.9097454547882
6,0.12203810268346792,0.36062688568555146,0.126109985579754,0.3277479892761394,250.19183325767517
7,0.11805003484822822,0.39088166275561514,0.1228827003978852,0.35723860589812334,250.27038884162903
8,0.11400440623006523,0.4212202480724103,0.11929112736724977,0.38404825737265413,250.36103510856628
9,0.1095281199365105,0.449715051961113,0.11544378848881248,0.41823056300268097,250.38312077522278
10,0.10493928104129527,0.4842440496144821,0.11204272900126255,0.4343163538873995,250.2843713760376
11,0.0999451122186426,0.5197787462286289,0.10794731758874479,0.4792225201072386,250.68068552017212
12,0.09490236244843464,0.5568219912839424,0.10417615360612843,0.5053619302949062,250.28478717803955
13,0.08998179800391318,0.5859872611464968,0.10010814055520792,0.514745308310992,250.15361833572388
14,0.08524127907993567,0.6138954073080791,0.09616412753713674,0.5408847184986595,250.0816478729248
15,0.08019620072230212,0.6445692256118002,0.09217488929509478,0.5683646112600537,250.43893218040466
16,0.07504296247846441,0.6708012068387529,0.08892589807510376,0.6005361930294906,250.02104449272156
17,0.06992356005607736,0.7030673818303721,0.08501686267654633,0.6119302949061662,250.0934772491455
18,0.06545470691930116,0.730556486758297,0.08262298254161354,0.6092493297587132,250.1844720840454
19,0.060747052234089535,0.7541904123365739,0.07858594185385563,0.6447721179624665,250.27073788642883
