,train_loss,train_accuracy,validation_loss,validation_accuracy,time
0,0.15488924568146217,0.11205162587998659,0.15372357036089448,0.1353887399463807,248.723002910614
1,0.1476931052642743,0.1899932953402615,0.1448179013607649,0.21849865951742628,248.58574318885803
2,0.13822625180318618,0.2586322494133423,0.13833180812983986,0.26943699731903487,248.5460512638092
3,0.13270801597499943,0.2945859872611465,0.13332276985089198,0.30294906166219837,248.51680493354797
4,0.12777305854234047,0.32810928595373784,0.13032413144213903,0.3230563002680965,248.45051670074463
5,0.12343836375182801,0.36372779081461615,0.12670041488898023,0.3378016085790885,248.2952437400818
6,0.11902409751983525,0.3927254441837077,0.1224039453443829,0.37332439678284185,248.33519077301025
7,0.11467077339051196,0.4255782769024472,0.11902696070019106,0.3920911528150134,249.47277069091797
8,0.1102636454191697,0.45365403955749245,0.11510365825875515,0.44235924932975873,250.5896589756012
9,0.10549393149378153,0.4885182701977875,0.1113456265536454,0.4436997319034853,250.368590593338
10,0.10077183586496896,0.5206168286959437,0.10771769876454534,0.4738605898123324,248.60689115524292
11,0.09585327643337883,0.553972510895072,0.10358793981593033,0.5033512064343163,248.60086584091187
12,0.09067160719359357,0.5880824673147838,0.10008148209818567,0.5261394101876675,248.674063205719
13,0.08575004306748295,0.6158229969829031,0.09649665449963178,0.5449061662198391,248.53747606277466
14,0.08106664233746402,0.643144485417365,0.09239535021718003,0.5804289544235925,248.4815547466278
15,0.07610450137033184,0.6696278913845123,0.08922328242667558,0.6025469168900804,248.5681447982788
16,0.07154688976412846,0.6922561180020114,0.08595387198170772,0.6306970509383378,248.57867193222046
17,0.06698270505241129,0.7137110291652699,0.08322033110316893,0.6246648793565683,248.4862937927246
18,0.06229659584027747,0.7431277237680187,0.07964234038108794,0.6414209115281502,248.87270998954773
19,0.05797629400293498,0.7644988266845457,0.07622239357185108,0.653485254691689,248.5523018836975
