,train_loss,train_accuracy,validation_loss,validation_accuracy,time
0,0.16752846879896774,0.0718954248366013,0.2732849873994526,0.10526315789473684,5.9723145961761475
1,0.1656523265090643,0.10457516339869281,0.2712063287433825,0.05263157894736842,3.6156768798828125
2,0.16415778640048956,0.11764705882352941,0.27842663463793305,0.05263157894736842,3.622194528579712
3,0.16279601427464704,0.10457516339869281,0.256866969560322,0.15789473684210525,3.6210083961486816
4,0.16166388287263758,0.13071895424836602,0.26579800405000387,0.05263157894736842,3.7117414474487305
5,0.16497396331986572,0.08496732026143791,0.24881273821780556,0.21052631578947367,3.628606081008911
6,0.16322821261836032,0.1111111111111111,0.25771507463957133,0.15789473684210525,3.637765407562256
7,0.1606377324247672,0.1437908496732026,0.2550242449107923,0.10526315789473684,3.738142967224121
8,0.16069993474125083,0.13725490196078433,0.25238406030755295,0.2631578947368421,3.6526920795440674
9,0.16144173129711276,0.1111111111111111,0.259427735680028,0.21052631578947367,3.6528093814849854
10,0.1578782103420083,0.1568627450980392,0.2485567143088893,0.21052631578947367,3.6454598903656006
11,0.15806250167048835,0.16993464052287582,0.2546298001941882,0.15789473684210525,6.06632924079895
12,0.15798895655114667,0.1437908496732026,0.253947471317492,0.2631578947368421,6.099529504776001
13,0.15648398524016335,0.21568627450980393,0.25378412949411494,0.10526315789473684,6.08892822265625
14,0.15747427317052107,0.16993464052287582,0.2604715447676809,0.2631578947368421,6.120659112930298
15,0.15635976292728598,0.16339869281045752,0.23918696453696803,0.21052631578947367,6.107813596725464
16,0.1574954129512014,0.16993464052287582,0.2635545856074283,0.21052631578947367,6.081810712814331
17,0.15513978129118874,0.1895424836601307,0.24103030405546488,0.15789473684210525,6.142874479293823
18,0.15565549470240775,0.1437908496732026,0.24273226135655454,0.15789473684210525,6.048202276229858
19,0.15402231652752246,0.16339869281045752,0.2440162834368254,0.2631578947368421,6.112137317657471
