,train_loss,train_accuracy,validation_loss,validation_accuracy,time
0,0.15580452660772495,0.10062174850907245,0.15572136065681574,0.10456852791878173,191.78030562400818
1,0.1510922668882016,0.1695216343103667,0.14923249840131267,0.19390862944162437,191.357412815094
2,0.14259046064296238,0.25415556401471895,0.14070955097372762,0.265989847715736,228.6414155960083
3,0.13374679901775044,0.3159497525694709,0.13505954173615742,0.29441624365482233,312.9149217605591
4,0.12634356851399875,0.374571754853445,0.12872770219889995,0.33705583756345175,312.8740804195404
5,0.11985714498199707,0.41644461362771223,0.12281670909242581,0.4,312.868700504303
6,0.11401749779587847,0.46377363278771727,0.11814341169928536,0.433502538071066,311.871680021286
7,0.107940194873304,0.5029818550945312,0.11332861675223724,0.4639593908629442,310.7449998855591
8,0.10231991527256303,0.5443471640654739,0.1077491507312368,0.49441624365482234,310.70984148979187
9,0.09639133155050957,0.58380916127395,0.10410203219670329,0.5197969543147208,309.9106934070587
10,0.09147497592972494,0.6079177769318614,0.09916965646792185,0.550253807106599,310.4961881637573
11,0.0863251726180523,0.636721228270524,0.09580764322716573,0.5736040609137056,310.71447944641113
12,0.08125358181637475,0.6667935541174977,0.09075746990097355,0.6101522842639594,310.832227230072
13,0.07603957056772315,0.6990229666286004,0.08624344059658534,0.617258883248731,310.4147644042969
14,0.07173278831373751,0.7175485344499429,0.08315002506759567,0.6416243654822334,307.140398979187
15,0.06681292811227835,0.743560461870321,0.07935171732442634,0.6619289340101523,306.98555612564087
16,0.06247846150879267,0.7675421900774013,0.07456514647769444,0.6944162436548224,307.5685532093048
17,0.05793215800112175,0.7903819312270016,0.07070673970401589,0.7116751269035533,310.7254559993744
18,0.05376802009913601,0.8124603476716152,0.06840865987206474,0.7309644670050761,310.767454624176
19,0.04961617050278597,0.8314934652962822,0.06425482464320768,0.7380710659898477,308.40019702911377
