,train_loss,train_accuracy,validation_loss,validation_accuracy,time
0,0.15337616307120813,0.13157894736842105,0.15053892487175663,0.17761394101876676,466.80853176116943
1,0.14631196691651813,0.19711699631243715,0.14367528231789536,0.23927613941018766,467.06231594085693
2,0.13860285756694282,0.26374455246396245,0.13912334151306358,0.2640750670241287,466.62577724456787
3,0.13248291109138155,0.3030506201810258,0.13478578591154983,0.2868632707774799,467.0805153846741
4,0.12739693180371003,0.3360710693932283,0.13036325238345456,0.32439678284182305,466.6661982536316
5,0.12224265494444128,0.3716895742541066,0.1263812308976222,0.35656836461126007,467.2299087047577
6,0.11719413039231116,0.4099061347636607,0.12206323408888747,0.36662198391420914,466.9834039211273
7,0.11227249069138737,0.4443513241702984,0.11715400115094939,0.4121983914209115,467.3857581615448
8,0.1073868253508391,0.47644988266845456,0.11497862880734912,0.42560321715817695,472.05034375190735
9,0.10255495312227485,0.5049446865571572,0.11002746999423561,0.44839142091152817,467.7384366989136
10,0.09761614384684753,0.5339423399262487,0.10560196821874972,0.48458445040214476,428.77231311798096
11,0.09268610097000833,0.565873281930942,0.10274767540095639,0.5134048257372654,466.9648382663727
12,0.08795842479888201,0.5943680858196446,0.09931555829802403,0.5274798927613941,468.52015137672424
13,0.08336682066176508,0.6189239021119678,0.095626711525802,0.5375335120643432,468.38421654701233
14,0.07837919124592242,0.6483405967147168,0.09288112767260452,0.5556300268096515,408.9486813545227
15,0.07401999339156609,0.6815286624203821,0.08862796070268902,0.5844504021447721,468.6440649032593
16,0.06949656420992079,0.7021454911163258,0.08703229282720479,0.5911528150134048,468.6433684825897
17,0.06508055012117406,0.7291317465638619,0.08321258337823699,0.6152815013404825,467.9518644809723
18,0.06061199871168175,0.7528494803888702,0.07946677142429608,0.6447721179624665,468.5600221157074
19,0.056387274628152316,0.7784948038887026,0.07702853524652946,0.6621983914209115,468.291734457016
